43.89212; (0.506900,1.458007,-0.803705); (0.677003,-0.445541,-0.582976,-0.057440)
43.90203; (0.513677,1.465487,-0.797843); (0.683161,-0.447526,-0.572138,-0.075304)
43.91323; (0.521162,1.473027,-0.791861); (0.689881,-0.448580,-0.560615,-0.092472)
43.924; (0.530605,1.480222,-0.784086); (0.698916,-0.448589,-0.545142,-0.114480)
43.93561; (0.539588,1.486449,-0.776314); (0.708104,-0.447357,-0.529151,-0.135864)
43.94656; (0.549517,1.492878,-0.768091); (0.716413,-0.444049,-0.514133,-0.158871)
43.95761; (0.559494,1.496541,-0.759770); (0.724029,-0.435953,-0.501430,-0.185188)
43.96897; (0.568489,1.498859,-0.751477); (0.731243,-0.428284,-0.488222,-0.208556)
43.97987; (0.578771,1.501959,-0.743266); (0.737664,-0.424810,-0.472551,-0.228218)
43.99098; (0.589524,1.503850,-0.735173); (0.744431,-0.422971,-0.454277,-0.246072)
44.00212; (0.600212,1.503811,-0.727687); (0.751530,-0.426293,-0.433636,-0.255807)
44.01334; (0.610992,1.503844,-0.720144); (0.757126,-0.424881,-0.415699,-0.270981)
44.02456; (0.621794,1.502077,-0.712616); (0.762901,-0.422661,-0.397846,-0.284707)
44.03559; (0.631676,1.499336,-0.705076); (0.769315,-0.420172,-0.379750,-0.295634)
44.04704; (0.642254,1.495957,-0.697960); (0.776184,-0.417473,-0.361493,-0.304267)
44.05844; (0.652211,1.492029,-0.691118); (0.783348,-0.414236,-0.344139,-0.310393)
44.06919; (0.661739,1.487596,-0.683982); (0.789607,-0.409162,-0.327125,-0.319526)
44.08055; (0.671771,1.482030,-0.676978); (0.793938,-0.398200,-0.313366,-0.336008)
44.09173; (0.682386,1.475658,-0.669435); (0.796795,-0.382849,-0.299771,-0.358722)
44.10336; (0.691947,1.468318,-0.662393); (0.799832,-0.368381,-0.284306,-0.379122)
44.1139; (0.702470,1.460962,-0.655621); (0.802921,-0.357383,-0.266490,-0.395699)
44.12509; (0.713146,1.453364,-0.649539); (0.805478,-0.347813,-0.248030,-0.410746)
44.13651; (0.723468,1.444759,-0.644210); (0.807226,-0.338728,-0.229394,-0.425474)
44.14789; (0.732842,1.435580,-0.639203); (0.809196,-0.327563,-0.212007,-0.439269)
44.15846; (0.742169,1.426096,-0.634052); (0.810856,-0.314985,-0.194350,-0.453349)
44.16961; (0.749852,1.415713,-0.629553); (0.812204,-0.302044,-0.177804,-0.466348)
44.18118; (0.758188,1.404846,-0.625160); (0.813326,-0.289648,-0.160031,-0.478534)
44.19222; (0.764377,1.394052,-0.622025); (0.815139,-0.278749,-0.145788,-0.486408)
44.20319; (0.770008,1.382415,-0.618887); (0.816425,-0.263871,-0.134400,-0.495741)
44.21453; (0.774349,1.370622,-0.616179); (0.816621,-0.245946,-0.126238,-0.506661)
44.2256; (0.778425,1.358410,-0.613623); (0.814543,-0.227891,-0.117788,-0.520299)
44.23678; (0.782970,1.346802,-0.611557); (0.812439,-0.213677,-0.106992,-0.531825)
44.24806; (0.786541,1.334986,-0.609970); (0.810421,-0.200765,-0.096500,-0.541848)
44.25959; (0.789381,1.322955,-0.608878); (0.811166,-0.186027,-0.085911,-0.547744)
44.27013; (0.792357,1.311258,-0.607885); (0.812750,-0.171253,-0.075451,-0.551740)
44.2814; (0.794055,1.300919,-0.608057); (0.814240,-0.158403,-0.067315,-0.554429)
44.2926; (0.796298,1.290781,-0.607927); (0.813177,-0.146901,-0.057845,-0.560194)
44.30398; (0.799072,1.281115,-0.607811); (0.812325,-0.136198,-0.048088,-0.565037)
44.31508; (0.801012,1.272782,-0.608315); (0.812008,-0.128733,-0.039829,-0.567878)
44.32629; (0.802535,1.265471,-0.608748); (0.812472,-0.122163,-0.032296,-0.569141)
44.33733; (0.803967,1.259177,-0.609167); (0.813050,-0.114830,-0.025713,-0.570178)
44.34849; (0.805178,1.252771,-0.609899); (0.813544,-0.107202,-0.019817,-0.571194)
44.35958; (0.805653,1.248431,-0.610515); (0.813845,-0.099537,-0.016716,-0.572250)
44.37103; (0.806326,1.245140,-0.611067); (0.813843,-0.093757,-0.015356,-0.573265)
44.38229; (0.806878,1.243011,-0.611646); (0.815505,-0.090598,-0.014654,-0.571427)
44.39325; (0.807106,1.241591,-0.612271); (0.819790,-0.089479,-0.013978,-0.565459)
44.4048; (0.807430,1.240313,-0.612750); (0.823938,-0.089057,-0.013451,-0.559477)

